sample_folder,start_time,question,options,standard_answer,task_type
sample_444,140,What is the fat percentage indicated on the milk cartons being arranged?,A) 1.5% B) 2% C) 0.5% D) 3.5%,C,Text-Rich Understanding
sample_459,140,What text is visible on the yellow sign attached to the rearview mirror?,"A) I PLEASE HA  
B) I PLEASE HAVE  
C) I P EASE HA  
D) I PLEASE HAND",A,Text-Rich Understanding
sample_475,140,What color is present at the center of each black protrusion on the green surface?,A) Blue B) Yellow C) Red D) White,C,Attribute Perception
sample_484,140,What text appears on the black billboard visible alongside the race track during the sequence?,A) TDR B) TIR C) TCR D) TGR,A,Text-Rich Understanding
sample_485,140,What is the text on the right billboard in the curved section of the track?,A) TBR B) JLH C) JLR D) JKL,B,Text-Rich Understanding
sample_487,140,What text is displayed on the billboard that appears as the cars race past it?,A) TBC  B) TBR  C) T8R  D) TB7,B,Text-Rich Understanding
sample_498,140,What is the three-letter acronym on the billboard featuring a rabbit silhouette?,A) TBR B) TIR C) T8R D) TDR,A,Text-Rich Understanding
sample_110,140,"During the outdoor scene, how does the person's left hand change position over time?","A) It remains stationary on the lap  
B) It moves downward to rest on the knee  
C) It transitions from a closed grip to an open palm gesture  
D) It points directly toward the camera",C,Action Perception
sample_115,140,"During the sequence where the graphics card is being lifted from the box, which brand name becomes clearly visible on the side of the card as it moves?",A) NVIDIA B) INTEL C) AMD D) ASUS,C,Text-Rich Understanding
sample_163,140,What is the trend of the cyclist's power output (PWR) value as the video progresses?,"A) It increases steadily to over 400  
B) It decreases steadily to zero  
C) It fluctuates unpredictably between 100 and 300  
D) It remains constant around 350",B,Action Perception
sample_170,140,What is the change in the speed value from the first frame to the second frame?,A) +1 B) -1 C) 0 D) -2,B,Attribute Perception
sample_174,140,What change occurs in the gradient percentage value displayed during the video sequence?,"A) Remains constant at 1%  
B) Increases from 1% to 2%  
C) Decreases from 2% to 1%  
D) Fluctuates between 1% and 3%",B,Text-Rich Understanding
sample_187,140,"What phrase appears immediately after ""to set up"" in the video?","A) base camp over there  
B) base camp over here  
C) set up camp here  
D) build base here",B,Text-Rich Understanding
sample_191,140,"As the player moves forward along the riverbank, what specific object becomes visible near the water’s edge?",A) A red flower B) A yellow flower C) A blue flower D) A brown mushroom,A,Object Perception
sample_290,140,How many vehicles overtake the van during the sequence?,A) 0 B) 1 C) 2 D) 3,B,Counting
sample_293,140,"After approaching the counter in the store, what action does the character perform?","A) Standing still  
B) Jumping  
C) Crouching  
D) Running",C,Action Perception
sample_305,140,What specific movement does the child in white clothing make during the sequence?,A) Skips along the sidewalk B) Stands still momentarily C) Raises both arms D) Turns to look back,C,Action Perception
sample_315,140,"During the video, what movement does the person with light brown hair on the left side of the bus make?",A) Turns head to the left B) Turns head to the right C) Remains facing forward D) Looks down,A,Action Perception
sample_318,140,What action does the dinosaur perform that coincides with the people beginning to move away?,A) Opening its mouth wide B) Stepping forward C) Shaking its head D) Raising its tail,A,Action Perception
sample_325,140,What is the person in the white shirt walking with as they move along the left side of the street?,"A) Alone  
B) A child  
C) Another adult  
D) A pet",B,Action Perception
sample_329,140,In which direction does the person with the backpack turn as they approach the camera?,A) Left B) Right C) Forward D) Backward,A,Action Perception
sample_356,140,"After the initial addition of coffee grounds, what happens to the weight reading on the scale as the person adjusts the grounds?","A) It decreases further to 13.9 grams  
B) It stabilizes at 17.9 grams  
C) It increases to 18.2 grams  
D) It fluctuates between 17.9 and 18.2 grams",B,Action Perception
sample_369,140,In which direction is the bottle cap being twisted to open it?,"A) Clockwise  
B) Counterclockwise  
C) Upward  
D) Downward",B,Action Perception
sample_12,150,What word is displayed on the red sign mounted on the white brick wall in the background?,A) BAKE  B) COOK  C) EAT  D) CHEF,B,Text-Rich Understanding
sample_19,150,How many pieces of dough are visible on the plate in the close-up shot?,A) One B) Two C) Three D) Four,B,Counting
sample_38,150,What word is printed on the wooden cutting board visible on the right side of the counter?,A) BAKE B) BREAD C) CUT D) SLICE,B,Text-Rich Understanding
sample_46,150,What text is displayed on the white sign on the counter in the kitchen background?,A) HUT B) HOT C) HAT D) HIT,B,Text-Rich Understanding
sample_59,150,What brand name is printed repeatedly on the double-sided tape used in the video?,"A) 3M  
B) Scotch  
C) Tesa  
D) Duck",C,Text-Rich Understanding
sample_60,150,What text appears in the bottom right corner of the video?,A) CRAFT SUPPLIES B) CRAFT TOOLS C) CRAFT MATERIALS D) CRAFT STUDIO,C,Text-Rich Understanding
sample_74,150,What brand name is printed on the black t-shirt worn by the person running near the chain-link fence?,A) Nike B) Adidas C) Puma D) Reebok,B,Text-Rich Understanding
sample_78,150,What year is listed for the movie in the viewing assignment on the whiteboard?,A) 1971 B) 1981 C) 1991 D) 1983,B,Text-Rich Understanding
sample_93,150,What year is specified for the film in the viewing assignment on the whiteboard?,A) 2008 B) 2009 C) 2010 D) 2011,C,Text-Rich Understanding
sample_100,150,Which item listed at the bottom of the whiteboard is not checked?,"A) TREATMENT
B) SCRIPT
C) STORYBOARD
D) All items are checked",C,Text-Rich Understanding
sample_109,150,What website address is visible in the lower right corner during the room scene?,A) www.renderbaron.com B) www.renderbaron.net C) www.renderbaron.de D) www.renderbaron.org,C,Text-Rich Understanding
sample_110,150,What is the multi-core benchmark score for the Huawei Mate30 Pro 5G (Kirin 990 5G) device shown in the GeekBench 4 test results?,A) 12524 B) 12636 C) 12780 D) 12836,B,Text-Rich Understanding
sample_112,150,"According to the chart, what is the power consumption range listed for the RTX 3070 model?",A) 80-125W B) 80-135W C) 80-115W D) 80-145W,A,Text-Rich Understanding
sample_149,150,What numerical marking is visible on the weight plates being used in the leg press exercise?,A) 15.0 B) 20.4 C) 25.0 D) 30.4,B,Text-Rich Understanding
sample_157,150,What is covering the seated woman's foot as the maid assists her in the close-up shot?,"A) Bare foot on the rug  
B) White stocking  
C) Black stocking  
D) Leather slipper",B,Attribute Perception
sample_170,150,What is the elevation value displayed in the interface at the end of the video sequence?,A) 210.0 m B) 210.1 m C) 210.2 m D) 210.3 m,C,Text-Rich Understanding
sample_181,150,What number is displayed on the back of the cyclist wearing the white and blue jersey during the final frame?,A) 912 B) 921 C) 812 D) 913,A,Text-Rich Understanding
sample_182,150,What is the speed indicated on the dashboard in the final frame of the video?,A) 40 B) 24 C) 30 D) 50,B,Text-Rich Understanding
sample_212,150,What is the numerator of the second fraction in the equation shown?,A) 1 B) 2 C) 3 D) 5,B,Text-Rich Understanding
sample_256,150,What phrase is displayed as on-screen text during the soccer action?,"A) Jay got 2nd Nutmeg  
B) Jay got 3rd Nutmeg  
C) Jay got 2nd Goal  
D) Jay got 1st Nutmeg",A,Text-Rich Understanding
sample_265,150,What pattern is visible on the soccer ball during the training session?,A) Striped pattern B) Star pattern C) Solid white with no pattern D) Polka dots,B,Attribute Perception
sample_278,150,What is the job title displayed under Harry Miller's name when the character interacts with him?,A) Store Clerk B) Store Owner C) Cashier D) Manager,A,Text-Rich Understanding
sample_282,150,What action option is clearly highlighted in the inventory menu interface?,"A) Take Item
B) Use Item
C) Drop Item
D) Store Item",B,Text-Rich Understanding
sample_288,150,What is the word printed on the side of the delivery truck visible during the highway sequence?,A) prime B) crime C) grime D) slime,C,Text-Rich Understanding
sample_289,150,What text is displayed on the blue container visible in the industrial area?,A) TRUST B) THRUST C) THRIFT D) THIRFT,C,Text-Rich Understanding
sample_290,150,What text is displayed on the overhead sign as the vehicle approaches the entrance of the facility?,A) DOCK ENTRANCE B) DOCK CENTER C) PORT ENTRANCE D) GATE ENTRANCE,A,Text-Rich Understanding
sample_318,150,What color is the small light fixture located above the right door of the building?,A) Red B) Blue C) Green D) Yellow,A,Attribute Perception
sample_322,150,What is the person in the white shirt on the left escalator wearing across their body?,A) A black strap (bag) B) A white bag C) No additional items D) A red scarf,A,Attribute Perception
sample_332,150,What text is displayed on the small bridge structure in the scene?,"A) iSQUARE  
B) SUMMER  
C) NAGASAKI  
D) CAT",A,Text-Rich Understanding
sample_337,150,What is the shape of the illuminated logo on the rightmost skyscraper in the skyline?,A) X B) Cross C) Diamond D) Plus,A,Attribute Perception
sample_341,150,What word is displayed on the black appliance above the yellow tray with food items?,A) CHICKEN B) FRIES C) NUGGETS D) BURGERS,C,Text-Rich Understanding
sample_357,150,"In the background, behind the person, what is visible?","A) A small round table with a flower arrangement  
B) A large rectangular mirror  
C) A tall potted plant  
D) A wall-mounted shelf",A,Spatial Understanding
sample_367,150,What brand name is visible on the yellow carton placed on the counter next to the coffee cup?,A) Rude Health B) Happy Cow C) Almond Breeze D) Oatly,A,Text-Rich Understanding
sample_369,150,What word is clearly visible on the yellow carton placed on the counter?,A) Almond B) Oat C) Soy D) Coconut,A,Text-Rich Understanding
sample_372,150,What is the visible design on the coffee cup?,"A) A plain white cup with no design  
B) A small red and blue emblem  
C) A gold floral pattern  
D) A black and white striped pattern",B,Attribute Perception
sample_401,150,What color is the bicycle ridden by the person crossing the street from right to left?,A) Red B) Green C) Blue D) Yellow,C,Attribute Perception
sample_412,150,What time is displayed on the digital clock in the kitchen background?,A) 04:15 B) 04:16 C) 04:17 D) 04:18,B,Text-Rich Understanding
sample_445,150,What brand name is printed on the white containers with blue text and a red logo?,A) GALBANI B) KRAFT C) KESO D) SARGENTO,A,Text-Rich Understanding
sample_447,150,What is the brand name printed on the white package with blue text located on the middle shelf of the aisle?,A) KESO B) KISO C) KASO D) KESU,A,Text-Rich Understanding
sample_451,150,What text appears on the bus lane marking as the vehicle approaches the end of the dedicated lane?,A) START B) LANE C) END D) BUS,C,Text-Rich Understanding
sample_453,150,What name is displayed on the building sign visible on the right side of the street?,A) WATERFRONT B) CENTRAL C) DOWNTOWN D) RIVERFRONT,A,Text-Rich Understanding
sample_457,150,What is the license plate number of the yellow bus directly in front of the vehicle?,A) XK5291 B) XJ5291 C) XK5391 D) XJ5391,A,Text-Rich Understanding
sample_59,150,What brand name is repeatedly printed on the backing paper of the double-sided tape during the application process?,A) 3M B) tesa C) Scotch D) Duck,B,Text-Rich Understanding
sample_118,150,How many screws are placed on the table next to the black bracket during the sequence?,A) 0 B) 1 C) 2 D) 3,C,Counting
sample_157,150,What action is the kneeling maid performing on the seated woman’s foot?,"A) Adjusting a shoe  
B) Tying a ribbon  
C) Putting on a stocking  
D) Washing the foot",C,Action Perception
sample_167,150,"What is the value of the metric displayed as ""X 1/MIN"" in the final frame of the video sequence?",A) 77 B) 78 C) 79 D) 80,C,Text-Rich Understanding
sample_173,150,"What is the trend of the numerical value displayed as ""X 1/min"" on the lower-left overlay throughout the video sequence?","A) Increases  
B) Decreases  
C) Remains constant  
D) Fluctuates unpredictably",A,Text-Rich Understanding
sample_176,150,What is the maximum speed in KM/H displayed during the video sequence?,A) 13 B) 14 C) 15 D) 16,C,Text-Rich Understanding
sample_178,150,What is the trend of the slope percentage (Neigung) as the vehicle progresses along the road?,"A) Increasing (becoming less negative)  
B) Decreasing (becoming more negative)  
C) Constant  
D) Fluctuating unpredictably",B,Text-Rich Understanding
sample_179,150,What is the total change in heart rate (BPM) from the beginning to the end of the video sequence?,A) 0 B) 1 C) 2 D) -1,B,Text-Rich Understanding
sample_256,150,"During the nutmeg maneuver, what is the trajectory of the ball as it passes between the opponent’s legs?","A) Straight line forward  
B) Curved arc to the left  
C) Bouncing in a zig-zag pattern  
D) Spinning rapidly in place",A,Action Perception
sample_266,150,What text appears on the screen after the initial call-to-action text in the video?,A) SUBSCRIBE  B) LIKE & SHARE  C) FOLLOW  D) COMMENT,B,Text-Rich Understanding
sample_305,150,What movement does the child in the white shirt make with their arms as they walk along the sidewalk?,"A) Raises both arms upward  
B) Keeps arms extended forward  
C) Waves one arm repeatedly  
D) Holds hands with both adults throughout",A,Action Perception
sample_315,150,"During the video sequence, which of the following actions is observed?",A) No passenger raises their hand B) A passenger on the right side raises their hand C) A passenger in the center raises their hand D) A passenger on the left side raises their hand,D,Action Perception
sample_325,150,In which direction is the vehicle moving along the street?,A) Towards the camera B) Away from the camera C) To the left D) To the right,A,Spatial Understanding
sample_333,150,In which direction is the person wearing a yellow shirt and a face mask moving?,"A) Towards the camera  
B) Away from the camera  
C) To the left side of the frame  
D) To the right side of the frame",A,Action Perception
sample_422,150,What action is the hand performing on the digital screen in the final frame?,"A) Swiping left across the screen  
B) Tapping the ""Earn Points"" section  
C) Tapping the ""Start Order"" button  
D) Pressing the yellow square icon",C,Action Perception
sample_424,150,What movement does the person make with the phone during the sequence?,"A) Raises it upward to eye level  
B) Lowers it downward to pocket level  
C) Keeps it stationary at waist level  
D) Swings it side to side",A,Action Perception
sample_428,150,How does the second aircraft consistently maintain its position behind the main aircraft throughout the video?,"A) It maintains position through independent flight control  
B) It is physically connected and follows the main aircraft  
C) It uses advanced navigation systems to match course  
D) It is part of an aerial display team",B,Action Perception
sample_447,150,In which direction does the person reach to pick up a product from the shelf during the sequence?,A) Left B) Right C) Up D) Down,A,Action Perception
sample_463,150,What color is the collar on the figure in the painting that becomes visible in the lower right section as the camera pans downward?,A) Blue  B) Green  C) Red  D) Black,C,Attribute Perception
sample_5,160,What is the number on the back of the England player's jersey shown in the close-up?,A) 10 B) 17 C) 19 D) 23,C,Text-Rich Understanding
sample_8,160,What brand name is visible on the advertising board directly behind the goal in the penalty scene?,A) Hisense B) Heineken C) Hyundai D) Honda,A,Text-Rich Understanding
sample_30,160,What is the sequence of letters visible on the wall behind the person?,A) MEC B) MEG C) MEO D) MEN,B,Text-Rich Understanding
sample_37,160,What color is the bell pepper on the counter next to the cutting board?,A) Green B) Yellow C) Orange D) Red,D,Attribute Perception
sample_53,160,How many rings are visible on the left hand of the person assembling the paper craft?,A) 1 B) 2 C) 3 D) 4,B,Counting
sample_70,160,What is the zoom level percentage displayed in the software interface?,A) 75% B) 100% C) 150% D) 200%,B,Text-Rich Understanding
sample_78,160,What year is listed for the viewing assignment of *Raiders of the Lost Ark*?,A) 1979 B) 1980 C) 1981 D) 1982,C,Text-Rich Understanding
sample_81,160,"What year is listed next to the movie title ""His Girl Friday"" on the whiteboard?",A) 1940 B) 1946 C) 1949 D) 1939,A,Text-Rich Understanding
sample_82,160,"What year is specified in the ""Viewing"" section of the whiteboard?",A) 1948 B) 1949 C) 1950 D) 1951,B,Text-Rich Understanding
sample_85,160,What is the model number printed on the DSLR camera body being held in the scene?,A) 700D  B) 750D  C) 800D  D) 70D,B,Text-Rich Understanding
sample_87,160,What phrase is printed on the small logo attached to the person's jacket?,"A) RF  
B) RE  
C) FILM  
D) RE FILM",D,Text-Rich Understanding
sample_99,160,"What year is listed next to ""2001: A Space Odyssey"" on the whiteboard?",A) 1948 B) 1968 C) 1978 D) 1988,B,Text-Rich Understanding
sample_126,160,What text is visible on the paintbrush handle?,A) 12 IT'S B) 12 ITS C) 12 IT D) 12 IS,A,Text-Rich Understanding
sample_140,160,What specific detail is added to the green field on the canvas by the brush stroke?,"A) A thin light green line  
B) A broad dark green patch  
C) A curved yellow stripe  
D) A dotted white pattern",A,Attribute Perception
sample_163,160,What is the gradient value displayed during the cycling sequence?,A) -7 B) -8 C) -9 D) -10,C,Text-Rich Understanding
sample_173,160,"In the frame where the road is bordered by an open grassy field on the left, what object is visible on the right side of the road near the edge?",A) A metal bench B) A wooden signpost C) A white plastic chair D) A discarded tire,C,Object Perception
sample_184,160,What number is displayed on the back of the cyclist's jersey?,A) 893 B) 845 C) 843 D) 834,C,Text-Rich Understanding
sample_187,160,What is the number displayed in the player's inventory bar for the arrow count?,A) 11 B) 13 C) 30 D) 31,D,Text-Rich Understanding
sample_192,160,What text is displayed at the bottom of the screen in this frame?,A) lost episode B) last episode C) first episode D) next episode,B,Text-Rich Understanding
sample_199,160,"What text appears directly below ""MINECRAFT JAVA EDITION"" on the title screen?","A) Also try Starbound  
B) Also try Roblox  
C) Also try Minecraft: Bedrock Edition  
D) Also try Terraria!",D,Text-Rich Understanding
sample_217,160,"What is the color of the word ""consistent"" in the phrase ""one consistent value"" as displayed in the video?",A) Yellow B) Red C) Orange D) Green,C,Text-Rich Understanding
sample_261,160,What numbers are visible on the document located near the passenger seat?,A) 50 and 30 B) 60 and 40 C) 70 and 50 D) 80 and 60,B,Text-Rich Understanding
sample_267,160,What brand name is printed on the driver's gloves?,A) Free B) Frem C) Fren D) Form,B,Text-Rich Understanding
sample_289,160,What is the name of the shipping container visible on the left side of the screen?,A) KRAPEE B) KRAPEA C) KRAPEI D) KRAPEO,B,Text-Rich Understanding
sample_302,160,"In the later frames, what structure becomes visible on the right side of the pathway?",A) A wooden fence B) A house with a porch C) A small garden shed D) A tall metal gate,B,Object Perception
sample_309,160,What phrase is displayed on the wooden signboard above the accessory display on the right wall?,A) Fashion Accessories B) Fashion Accessaries C) Designer Accessories D) Luxury Fashion,A,Text-Rich Understanding
sample_356,160,What word is printed on the blue circular label of the jar located on the top shelf?,A) Coffee B) Matcha C) Tea D) Green,B,Text-Rich Understanding
sample_358,160,What symbol is visible on the metal grate positioned on the right side of the white countertop?,"A) A star  
B) A heart  
C) A smiley face  
D) An arrow",C,Object Perception
sample_361,160,What time is displayed on the digital timer in the video?,A) 00:47.63 B) 00:41.85 C) 00:44.86 D) 00:44.68,D,Text-Rich Understanding
sample_374,160,What color is the glove on the hand adding the brown topping to the hot dog?,A) White B) Clear C) Black D) Yellow,C,Attribute Perception
sample_380,160,How many individuals are seen crossing the street while pulling rolling suitcases in the scene?,A) 1 B) 2 C) 3 D) 4,B,Counting
sample_394,160,What brand name is displayed on the large billboard on the right side of the street?,A) Burberry B) Gucci C) Prada D) Louis Vuitton,A,Text-Rich Understanding
sample_395,160,What is the speed limit indicated on the green street sign at the intersection?,A) 20 B) 25 C) 30 D) 35,B,Text-Rich Understanding
sample_426,160,What brand name is visible on the front of the white truck in the parking lot?,A) FORD B) CHEVY C) GMC D) TOYOTA,C,Text-Rich Understanding
sample_436,160,What price is displayed on the shelf edge for the crème fraîche product?,A) 33.50 B) 37.95 C) 34.95 D) 39.95,B,Text-Rich Understanding
sample_446,160,What is the brand name printed on the white cylindrical containers on the metal cart?,A) Bregott B) Frico C) KESO D) Greve,C,Text-Rich Understanding
sample_451,160,What is the name of the store visible on the building to the left side of the street at the intersection?,A) Longines B) Omega C) Rolex D) Tag Heuer,A,Text-Rich Understanding
sample_37,160,"After holding the cloth, what does the person do with it?","A) Places it on the shoulder  
B) Throws it onto the counter  
C) Drops it into the sink  
D) Leaves it on the stove",A,Action Perception
sample_69,160,What action is the person performing with the blue paint tube in the sequence?,"A) Shaking the tube vigorously  
B) Squeezing the tube to dispense paint  
C) Unscrewing the cap of the tube  
D) Attaching a new nozzle to the tube",C,Action Perception
sample_86,160,What specific hand gesture does the man with the mustache make while speaking during the conversation?,"A) Raising his index finger upward  
B) Waving his hand side to side  
C) Pointing with two fingers extended  
D) Clenching his fist tightly",A,Action Perception
sample_147,160,"During the pull-up exercise, how do the man's legs move?","A) They stay fully extended and straight from start to finish  
B) They bend at the knees as he ascends to the top position  
C) They swing forward in a kipping motion to assist the pull  
D) They remain stationary with no visible movement",B,Action Perception
sample_173,160,What is the final speed reading displayed in the video sequence?,A) 32 km/h B) 35 km/h C) 37 km/h D) 38 km/h,C,Text-Rich Understanding
sample_184,160,What is the trend of the cyclist's heart rate during the sequence?,"A) It increases from 179 to 180 BPM  
B) It remains constant at 180 BPM  
C) It decreases from 180 to 179 BPM  
D) It fluctuates between 180 and 181 BPM",C,Text-Rich Understanding
sample_187,160,"What phrase immediately follows ""Oh, and the forest"" in the subtitles?","A) down here  
B) I'm actually  
C) You know what, guys?  
D) chopping down wood",A,Text-Rich Understanding
sample_192,160,"What text immediately follows ""I've killed them"" in the video sequence?","A) I  
B) last episode  
C) these potaioes  
D) aah...",B,Text-Rich Understanding
sample_198,160,What object is placed next to the sheep in the enclosure during the sequence?,A) Carrot B) Pumpkin C) Wheat D) Bone,B,Object Perception
sample_199,160,Which block is added next to the chest as the video progresses?,A) Furnace B) Crafting Table C) Smoker D) Anvil,A,Action Perception
sample_203,160,"When adding the blue block to the top of the structure, from which direction does the hand approach the structure?",A) Left B) Right C) Top D) Bottom,A,Action Perception
sample_237,160,"After climbing into the box, which hand does the character use to perform a waving motion?","A) Left hand  
B) Right hand  
C) Both hands  
D) Neither hand",B,Action Perception
sample_276,160,What emergency number is being dialed on the phone when the character initiates a call?,A) 911 B) 112 C) 999 D) 111,B,Text-Rich Understanding
sample_287,160,What status message appears on the smartphone screen immediately after the initial notification?,"A) Searching for job  
B) Connection lost  
C) Offer accepted  
D) Network error",A,Text-Rich Understanding
sample_288,160,What is the maximum speed value displayed on the screen during the video sequence?,A) 48 B) 50 C) 55 D) 58,D,Text-Rich Understanding
sample_295,160,What is the trend of the heart rate (bpm) over the sequence of frames?,A) Increasing B) Decreasing C) Constant D) Fluctuating,A,Text-Rich Understanding
sample_305,160,In which direction is the person in the white shirt on the left side of the sidewalk moving as the video progresses?,"A) Towards the camera  
B) Away from the camera  
C) To the left  
D) To the right",A,Action Perception
sample_306,160,What is the direction of movement of the person in dark clothing on the left sidewalk as they walk past the storefronts?,"A) Towards the camera  
B) Away from the camera  
C) Left to right across the frame  
D) Right to left across the frame",A,Action Perception
sample_353,160,How is the rice being handled during the preparation process shown in the video?,"A) Directly with bare hands  
B) Using a white cloth  
C) Using a green cloth  
D) Using a plastic spatula",C,Action Perception
sample_377,160,What ingredient is added to the sandwich after the tomatoes and shredded cheese during the preparation process?,A) Green peppers B) Red onions C) Cucumbers D) Lettuce,B,Action Perception
sample_10,170,What color is the band of the watch worn on the person's left wrist while cutting ingredients?,A) Brown B) Black C) Silver D) Blue,B,Attribute Perception
sample_14,170,What word is displayed in red letters on the wall behind the chef?,A) FOOD B) COOK C) CHEF D) EAT,B,Text-Rich Understanding
sample_17,170,What is the pattern on the interior surface of the frying pan?,A) Smooth B) Striped C) Honeycomb D) Dotted,C,Attribute Perception
sample_49,170,What brand name is printed on the white tool used to manipulate the circular object?,A) Craft B) Cricut C) Crayola D) Cutco,B,Text-Rich Understanding
sample_77,170,"What year is listed next to ""The Elephant Man"" on the whiteboard?",A) 1964 B) 1970 C) 1980 D) 1984,C,Text-Rich Understanding
sample_85,170,What is the exact term used in the lab assignment description for the video recordings?,"A) EXAMPLE  
B) EXAMPLES  
C) EXAM PLE  
D) EXAM",B,Text-Rich Understanding
sample_91,170,"What year is listed next to ""Viewing: Bonnie + Clyde"" on the whiteboard?",A) 1965 B) 1967 C) 1968 D) 1970,B,Text-Rich Understanding
sample_93,170,"In the viewing assignment listed on the whiteboard, what year is specified for ""The Social Network""?",A) 2008 B) 2001 C) 2010 D) 2018,C,Text-Rich Understanding
sample_136,170,How many paintbrushes are visible during the video?,A) 0 B) 1 C) 2 D) 3,B,Counting
sample_156,170,How many buttons are visible on the black vest worn by the older man?,A) 3 B) 4 C) 5 D) 6,B,Counting
sample_164,170,What is the cadence value displayed in the performance metrics?,A) 59 1/MIN B) 60 1/MIN C) 61 1/MIN D) 62 1/MIN,B,Text-Rich Understanding
sample_194,170,What is the central text displayed on the screen during the opening scene of the video?,A) as well  B) because  C) I need some food  D) New Recipes Unlocked,B,Text-Rich Understanding
sample_201,170,How many small blue LEGO blocks are visible within the rectangular opening on the left side of the structure?,A) 1 B) 2 C) 3 D) 4,B,Counting
sample_206,170,How many small dark spots are visible on the surface directly beneath the Lego structure?,A) 0  B) 1  C) 2  D) 3,B,Counting
sample_212,170,What is the first mixed number in the addition problem displayed?,A) 22 ¹⁄₄ B) 12 ¹⁄₅ C) 2 ¹⁄₅ D) 1 ²⁄₅,C,Text-Rich Understanding
sample_235,170,What number is displayed on the door in the hallway scene?,A) 1 B) 2 C) 3 D) 4,B,Text-Rich Understanding
sample_245,170,What symbol is depicted on the blue emblem of the old lady's yellow hat?,A) Spiral  B) Star  C) Flower  D) Dot,A,Attribute Perception
sample_252,170,What logo is visible on the steering wheel of the racing car?,A) Bosch B) NGK C) Sparco D) OMP,B,Text-Rich Understanding
sample_255,170,What name is displayed on the screen immediately after the goal is scored?,A) Jay B) Ray C) Jayden D) Jack,A,Text-Rich Understanding
sample_256,170,What number is displayed on the back of the player wearing the black jersey during the sequence?,A) 27 B) 37 C) 47 D) 73,B,Text-Rich Understanding
sample_280,170,What is the name on the side of the black van the character approaches?,A) binto B) binco C) binc0 D) binko,B,Text-Rich Understanding
sample_284,170,"What specific phrase appears in the chat message from the user ""W37messick""?",A) JOIN US B) JOIN IT C) JOIN ME D) JOIN NOW,B,Text-Rich Understanding
sample_290,170,What message appears on the in-game phone interface that becomes visible as the character approaches the other person?,"A) The order was completed successfully
B) The transaction was processed successfully
C) The offer was completed successfully
D) New mission available",C,Text-Rich Understanding
sample_299,170,What is the name of the rider shown in the video?,A) Lukas Maurer B) Lucas Maurer C) Lukas Mayer D) Lucas Mayer,A,Text-Rich Understanding
sample_301,170,What is the house number displayed on the gray house?,A) 3428 B) 3429 C) 3430 D) 3431,B,Text-Rich Understanding
sample_358,170,What symbol is visible on the metal grate?,A) A heart  B) A star  C) A smiley face  D) A frowny face,C,Object Perception
sample_389,170,What is the text visible on the construction barrier on the left side of the street?,A) MEXICAN B) MEXICO C) MEXICUE D) MEXICOR,C,Text-Rich Understanding
sample_424,170,What text is written on the doormat at the entrance?,A) It is your happy place. B) Welcome to our place. C) Happy place only. D) It is our happy place.,D,Text-Rich Understanding
sample_429,170,What pattern appears on the blue shirt worn by the person on the right?,A) Small white lightning bolts B) Small white stars C) Small white dots D) Small white stripes,A,Attribute Perception
sample_436,170,What phrase is printed on the side of the product boxes being arranged on the shelf?,A) Shake it like Kool-Aid! B) Shake it like Coke! C) Shake it like Cola! D) Shake it like Kolof!,D,Text-Rich Understanding
sample_437,170,"During the adjustment of the milk cartons on the shelf, what numerical value is clearly displayed on the price tag?",A) 20 B) 21 C) 22 D) 23,C,Text-Rich Understanding
sample_445,170,What price is shown on the price tag attached to the shelf in the upper right area?,A) 10 B) 12 C) 14 D) 16,B,Text-Rich Understanding
sample_454,170,What is the speed limit indicated by the road sign visible through the windshield?,A) 35 B) 45 C) 55 D) 65,B,Text-Rich Understanding
sample_489,170,What is the text displayed on the billboard featuring a rabbit logo visible during the race sequence?,A) TRB  B) BTR  C) TBR  D) T8R,C,Text-Rich Understanding
sample_492,170,"At the moment the race begins, what color are the signal lights above the starting line?",A) Red B) Yellow C) Green D) Blue,C,Attribute Perception
sample_5,170,What action does the player wearing the red jersey perform during the sequence?,A) Raising his arm B) Touching his face C) Clapping hands D) Adjusting his headband,B,Action Perception
sample_15,170,How many pieces of meat are placed into the frying pan during the sequence?,A) 1 B) 2 C) 3 D) 4,C,Counting
sample_45,170,How many pieces of meat are placed into the frying pan during the sequence?,A) 1 B) 2 C) 3 D) 4,C,Counting
sample_46,170,What object is the person using to handle the pan lid during the sequence?,"A) Bare hands  
B) Oven mitt  
C) Cloth  
D) Tongs",C,Object Perception
sample_49,170,What text is visible on the tool used to manipulate the circular object during the crafting process?,A) Cricut B) Craft C) Cut D) Circle,A,Text-Rich Understanding
sample_163,170,Does another cyclist pass by on the left side of the road during the video sequence?,"A) Yes  
B) No  
C) Yes, on the right side  
D) No, but a vehicle passes",A,Action Perception
sample_166,170,"What is the trend of the numerical value labeled ""1/min"" as the video progresses?","A) Increases steadily  
B) Remains constant  
C) Decreases steadily  
D) Fluctuates randomly",C,Text-Rich Understanding
sample_171,170,What is the trend of the speed indicator throughout the video sequence?,A) Increasing B) Decreasing C) Constant D) Fluctuating,B,Action Perception
sample_177,170,"As the vehicle progresses along the path, which object becomes visible on the road in the distance?",A) A bicycle B) A pedestrian C) A car D) A truck,C,Object Perception
sample_184,170,What is the maximum power output (in watts) displayed during the sequence?,A) 65 B) 91 C) 158 D) 207,D,Text-Rich Understanding
