sample_id,start_time,question,std_answer,Frame,task_type
105,90,What is the CUDA count for the RTX 4070 SUPER?,7168,Single,Text-Rich Understanding
116,80,What shape is the emblem on the device?,triangle,Single,Attribute Perception
118,90,What brand name is printed on the blue section of the SSD?,crucial,Single,Text-Rich Understanding
119,70,How many 120mm fans are featured in the cooling system?,3,Single,Counting
104,70,What GPU model corresponds to the lowest frame rate shown in the video?,RTX 2080 Ti,Single,Text-Rich Understanding
123,70,What brand name is printed on the central processor chip?,NVIDIA,Single,Text-Rich Understanding
129,80,What color is the small object visible on the left side of the frame near the paint supplies?,red,Single,Attribute Perception
133,80,What color is the thumb's fingernail on the hand holding the paintbrush?,pale,Single,Attribute Perception
117,70,What is the percentage increase indicated for the RTX 3080 Ti in the comparison chart?,18%,Single,Text-Rich Understanding
142,90,What color is the small paint mark on the right palette?,blue,Single,Attribute Perception
134,80,How many distinct flowers are visible in the subject's hair?,3,Single,Counting
144,80,What does the sign in the background say?,PLEASE PUT WEIGHTS AWAY,Single,Text-Rich Understanding
136,90,What text is displayed in the top left corner of the video?,JOONY Art,Single,Text-Rich Understanding
146,70,What brand name is visible on the bench press machine?,ATLANTIS,Single,Text-Rich Understanding
145,80,What color is the trash can near the building in the background?,green,Single,Attribute Perception
144,90,What brand name is visible on the weight plates on the floor?,ROGUE,Single,Text-Rich Understanding
127,70,In which direction is the brush moving while painting the eyebrow?,inner to outer,Single,Spatial Understanding
153,90,What color is the doorknob on the white door in the background?,brass,Single,Attribute Perception
153,80,How many candles are on each candelabra in the room?,3,Single,Counting
169,70,What is written on the small sign attached to the pole near the building?,FLEUR D'OR,Single,Text-Rich Understanding
150,80,"What is the author's name on the book titled ""The Ultimate Push Pull Legs System""?",Jeff Nippard,Single,Text-Rich Understanding
172,70,What is written on the orange sign along the road?,DRAHTWERK NORD AREAL,Single,Text-Rich Understanding
169,90,What is the text on the billboard of the building on the left side of the road?,Auchan Best,Single,Text-Rich Understanding
168,70,What is the number on the back of the cyclist wearing the blue jersey?,841,Single,Text-Rich Understanding
175,90,What text is displayed on the left side of the screen during the cycling footage?,PERFORMANCE BICYCLE,Single,Text-Rich Understanding
180,90,What text is displayed on the small rectangular sign below the circular road sign?,3 km,Single,Text-Rich Understanding
175,70,What is the number on the back of the cyclist wearing the blue and white jersey?,853,Single,Text-Rich Understanding
176,70,What is the label above the altitude graph?,Höhe,Single,Text-Rich Understanding
183,70,What text is displayed in the lower left corner of the screen?,PERFORMANCE BICYCLE,Single,Text-Rich Understanding
186,70,What number is displayed next to the first tool in the player's hotbar at the 2.2-second mark?,49,Single,Text-Rich Understanding
181,80,"What is the number on the cyclist's number plate who is wearing the white jersey with ""UNITED"" on the shorts?",828,Single,Text-Rich Understanding
192,90,What is the player's experience level number displayed on the screen?,17,Single,Text-Rich Understanding
194,90,What is the quantity of wooden planks shown in the inventory?,21,Single,Counting
190,90,What number is displayed next to the food item in the player's hotbar?,27,Single,Text-Rich Understanding
196,90,What are the two numbers displayed in the Minecraft inventory bar when the character is sitting against the wall?,27 and 32,Single,Text-Rich Understanding
204,70,How many studs are on the green block?,4,Single,Counting
197,70,What is the player's experience level displayed in the first frame of the video?,43,Single,Text-Rich Understanding
199,80,What is the player's experience level shown in the video?,11,Single,Attribute Perception
204,90,How many studs are on the green block being placed by the hands?,4,Single,Counting
215,90,What word is inscribed on the coin indicated by the red arrow?,LIBERTY,Single,Text-Rich Understanding
189,90,What is the player's experience level?,36,Single,Text-Rich Understanding
218,80,How many segments does the orange bar split into during its movement along the number line?,2,Single,Counting
150,90,What is the name of the exercise displayed in the video?,LAT PULLDOWN,Single,Object Perception
223,90,What equation is displayed in one of the video thumbnails on the right side of the screen?,3x = 15,Single,Text-Rich Understanding
232,70,What year is displayed on the calendar in the background?,1961,Single,Text-Rich Understanding
229,80,What number is written below the digit '5' in the division problem?,4,Single,Text-Rich Understanding
242,70,What color is the remote control held by the character?,blue,Single,Attribute Perception
244,80,What color are the character's glasses?,light green,Single,Attribute Perception
252,80,What brand name is visible on the driver's gloves?,Sparco,Single,Text-Rich Understanding
252,90,What brand name is visible on the driver's left glove?,Sparco,Single,Text-Rich Understanding
228,80,What number does the red arrow point to in the division problem?,5,Single,Text-Rich Understanding
261,70,What brand name is on the steering wheel?,MOMO,Single,Text-Rich Understanding
255,70,What brand name is printed on the soccer ball positioned on the left side of the field?,molten,Single,Text-Rich Understanding
264,70,What is stated about the speed limit on this part of the German Autobahn in the small text at the bottom right?,has no speed limit,Single,Text-Rich Understanding
262,70,What brand name is visible on the yellow sign in the driver's cockpit?,Sabelt,Single,Text-Rich Understanding
262,80,What brand name is visible on the steering wheel?,Sabelt,Single,Text-Rich Understanding
199,70,What is the player's experience level?,10,Single,Text-Rich Understanding
264,90,What specific road type is referenced in the warning message displayed on the screen?,German Autobahn,Single,Text-Rich Understanding
264,80,What is the text displayed in the top right corner of the video?,/AutoTopNL,Single,Text-Rich Understanding
267,90,What is the text displayed on the car's dashboard?,JKS-Classic-Cars,Single,Text-Rich Understanding
192,70,What is the player's experience level?,17,Single,Text-Rich Understanding
265,90,What number is written on the card placed between the person's legs during the exercise?,5,Single,Text-Rich Understanding
268,90,What text is visible on the driver's left glove?,freem,Single,Text-Rich Understanding
221,70,"What color is the first letter of the word ""Antics"" on the person's shirt?",red,Single,Attribute Perception
270,90,What message does the user LilStupidoBamato post in the chat?,I WAS HERE,Single,Text-Rich Understanding
270,70,What is the current weight value shown in the player information section of the game interface?,5.0kg,Single,Text-Rich Understanding
272,70,What is the text displayed in the small chat bubble at the bottom right corner of the screen?,good day to be a good day,Single,Text-Rich Understanding
273,70,What abbreviation appears in the chat window on the right side of the screen?,TTS,Single,Text-Rich Understanding
274,80,What brand name is visible on the skateboard in the room?,BAKER,Single,Text-Rich Understanding
271,80,What subscription tier is mentioned in the chat message about a 4-month subscription?,1,Single,Text-Rich Understanding
274,70,What is the instruction displayed on the left side of the screen in the game?,Grab your delivery vehicle,Single,Text-Rich Understanding
275,70,What is the name of the job displayed on the phone screen in the scene?,Gruppe 6,Single,Text-Rich Understanding
276,70,What time is displayed in the game's user interface at the bottom right corner?,19:09,Single,Text-Rich Understanding
274,90,What brand name is visible on the skateboard in the background of the animated scene?,BAKER,Single,Text-Rich Understanding
281,90,What does the message from ESATTT say?,hey there,Single,Text-Rich Understanding
278,80,What street name is displayed on the mini-map in the lower-left corner?,Power St,Single,Text-Rich Understanding
277,80,"What is the word following ""click"" on the electronic store's sign?",lovers,Single,Text-Rich Understanding
280,70,What is written on the red sign in the background?,AMMUNITION GUN CLUB,Single,Text-Rich Understanding
277,90,What is the name of the electronic store displayed on the sign in the video?,i click lovers,Single,Text-Rich Understanding
281,80,What color is the highlighted item in the inventory grid?,green,Single,Attribute Perception
285,70,What does the notice sign on the wall say?,THIS AREA IS UNDER CONSTANT SURVEILLANCE,Single,Text-Rich Understanding
282,70,What does the message from StratFBK say in the chat?,CHANGE IT!!,Single,Text-Rich Understanding
283,80,What is the name of the exit displayed on the green highway sign?,Strawberry,Single,Text-Rich Understanding
283,70,What time is displayed in the small timer at the bottom right corner of the screen?,7:16,Single,Text-Rich Understanding
287,80,What text is displayed on the blue button at the bottom center of the screen?,Full restart in progress...,Single,Text-Rich Understanding
288,80,What word is written on the side of the van?,grime,Single,Text-Rich Understanding
282,80,"What does the chat message starting with ""Lol, 99%"" say?",bank rob think ?,Single,Text-Rich Understanding
288,70,What instruction is displayed in the bottom right corner of the screen?,Return the vehicle,Single,Text-Rich Understanding
287,90,What is the time displayed on the phone screen for the trucking job timer?,1:56:35,Single,Text-Rich Understanding
290,90,What is the source of the music mentioned in the chat messages?,Sienna Sleeps 2021 mix,Single,Text-Rich Understanding
288,90,What time is displayed on the timer in the bottom right corner at the beginning of the video?,15:31,Single,Text-Rich Understanding
273,80,What character's face is depicted by the small green icon next to the speed display in the bottom left corner of the screen?,Shrek,Single,Object Perception
292,70,What is the name of the street intersection displayed in the game interface?,Brouge Ave & Grove St,Single,Text-Rich Understanding
289,90,"What is the cargo type listed for the ""Los Santos (LTD Gasoline)"" job in the trucking progression menu?",Drinks,Single,Text-Rich Understanding
291,70,What phrase is repeatedly displayed in the chat messages on the right side of the screen?,FEMBOYS DM ME,Single,Text-Rich Understanding
293,80,What is the name of the gun club displayed on the wall sign inside the store?,LOS SANTOS GUN CLUB,Single,Text-Rich Understanding
293,90,What phrase is written on the red vending machine?,Deliciously Infectious!,Single,Text-Rich Understanding
298,70,What brand name is visible on the bicycle handlebar?,ONEUP,Single,Text-Rich Understanding
295,90,What is the unit of measurement displayed next to the 57.9 value in the top right corner of the screen?,km,Single,Text-Rich Understanding
305,80,What is the name displayed on the building sign in the background?,PORCELANOSA,Single,Text-Rich Understanding
298,80,What brand name is visible on the right side of the bicycle handlebar?,ONEUP,Single,Text-Rich Understanding
299,90,What text is displayed on the blue sign visible in the background during the race?,FIA,Single,Text-Rich Understanding
298,90,What brand name is visible on the bicycle handlebar?,ONEUP,Single,Text-Rich Understanding
299,80,What color is the front section of the motorcycle in the foreground during the final segment of the video?,green,Single,Attribute Perception
309,70,What is written on the sign on the left wall?,TOW AWAY ZONE,Single,Text-Rich Understanding
306,70,What is the name of the street indicated by the green street sign?,W 30 ST,Single,Text-Rich Understanding
306,90,What is the name of the jewelry store visible on the left side of the street?,U.S. JEWELRY,Single,Text-Rich Understanding
310,80,What is written on the sign of the red cart in the background?,BUTTERBEER,Single,Text-Rich Understanding
312,70,What text is prominently displayed on the archway at the entrance?,STUDIO TOUR,Single,Text-Rich Understanding
311,70,What is the title of the book displayed on the shelf?,Fantastic Beasts and Where to Find Them,Single,Text-Rich Understanding
312,80,What word is displayed below the globe on the main sign?,UNIVERSAL,Single,Text-Rich Understanding
315,70,What word is printed on the red barrel near the dock?,GASOLINE,Single,Text-Rich Understanding
316,80,What is written on the side of the bus?,UNIVERSAL STUDIOS,Single,Text-Rich Understanding
311,80,What is the title of the book on the shelf in the display case?,Fantastic Beasts and Where to Find Them,Single,Text-Rich Understanding
319,90,What is the text on the sign above the door of the building?,TRANSFORMERS,Single,Text-Rich Understanding
317,90,What is the text on the building sign to the right?,Springfield Department of Motor Vehicles,Single,Text-Rich Understanding
319,70,What is the name of the cafe visible on the left side of the street?,STUDIO CAFE,Single,Text-Rich Understanding
326,70,"What is written on the blue sign below the ""Cathedral"" sign?",Sé,Single,Text-Rich Understanding
310,70,What is the name of the shop with green-framed windows on the left side of the street?,Honeydukes,Single,Text-Rich Understanding
327,90,What color is the small sign attached to the left pole on the bridge?,white,Single,Attribute Perception
327,70,What color is the roof of the building visible on the left side of the bridge in the background?,orange,Single,Attribute Perception
318,80,What brand logo is visible on the gray backpack worn by the person in the crowd?,Puma,Single,Text-Rich Understanding
325,80,What is the number displayed on the storefront sign on the right side of the street?,95,Single,Text-Rich Understanding
322,70,What color are the shoes of the person wearing a red jacket on the escalator?,red,Single,Attribute Perception
329,70,What is written on the orange umbrella near the water?,BRIDGES CRUISES,Single,Text-Rich Understanding
341,70,What is written on the green label on the oven?,SAUSAGE,Single,Text-Rich Understanding
335,80,What color are the flowers in the planter near the staircase?,red,Single,Attribute Perception
341,80,What word is displayed in green on the machine?,SAUSAGE,Single,Text-Rich Understanding
342,90,What is the label on the machine indicating the type of food being prepared?,SAUSAGE,Single,Text-Rich Understanding
331,90,What number is displayed on the side of the red and yellow double-decker bus?,48,Single,Text-Rich Understanding
330,90,What is the text on the red sign near the building on the sidewalk?,DOP,Single,Text-Rich Understanding
343,90,What color is the object on the floor to the left of the grill?,blue,Single,Attribute Perception
364,80,What text is written on the yellow sign in the background?,very hot water,Single,Text-Rich Understanding
364,90,What number is displayed on the digital scale?,985,Single,Text-Rich Understanding
358,70,What letter is visible on the coffee cup in the video?,S,Single,Text-Rich Understanding
348,90,What number is printed on the receipt being handled?,1335,Single,Text-Rich Understanding
360,90,What is the brand name of the coffee machine?,Mythos,Single,Text-Rich Understanding
353,80,What is visible on the person's left arm?,tattoo,Single,Object Perception
365,90,What number is displayed on the digital scale in the first frame?,0,Single,Text-Rich Understanding
375,80,What is the texture of the potatoes?,rough,Single,Attribute Perception
379,90,What brand name is printed on the yellow label of the stainless steel machine?,Pitco,Single,Text-Rich Understanding
373,80,What type of green pickled vegetable is in the container being accessed by the hand?,jalapenos,Single,Object Perception
370,90,What is the symbol on the white cup being held in the first frame?,C,Single,Text-Rich Understanding
381,90,What is the license plate number of the green taxi?,T611550C,Single,Text-Rich Understanding
382,70,What number is displayed on the back of the yellow taxi in the foreground?,265,Single,Text-Rich Understanding
383,90,What is the number displayed on the roof sign of the central yellow taxi?,3K63,Single,Text-Rich Understanding
338,90,What number is printed on the can in the background?,10,Single,Text-Rich Understanding
390,80,What text is displayed on the red banner on the left side of the street?,MANGIA SOHO,Single,Text-Rich Understanding
391,70,What is the name of the street shown on the green street sign?,Vesey St,Single,Text-Rich Understanding
389,70,What is the name of the bank visible on the building to the right?,CHASE,Single,Text-Rich Understanding
391,90,What is the name written on the side of the ice cream truck?,FROSTEE,Single,Text-Rich Understanding
366,70,What type of milk is in the yellow carton?,Almond,Single,Object Perception
390,70,What is the license plate of the black car on the right side of the street?,JUTAH,Single,Text-Rich Understanding
391,80,What is the name of the street shown on the green sign?,Fulton St,Single,Text-Rich Understanding
390,90,What is the number on the back of the white bus?,2462,Single,Text-Rich Understanding
396,70,What is the name of the street indicated by the green street sign?,E 63 ST,Single,Text-Rich Understanding
400,70,What is the brand name written on the back of the white van?,DOLOMITE,Single,Text-Rich Understanding
392,80,What is the text visible on the construction barrier along the right side of the road?,SUFFOLK,Single,Text-Rich Understanding
394,70,What is the slogan displayed on the billboard?,A browser that's actually private.,Single,Text-Rich Understanding
392,70,What does the orange sign below the bicycle symbol say?,SHARE THE ROAD,Single,Text-Rich Understanding
397,90,What is the name of the street indicated by the green street sign on the right side of the road?,E 78 ST,Single,Text-Rich Understanding
400,80,What is the name of the street shown on the green street sign?,W 53 St,Single,Text-Rich Understanding
398,70,What avenue is indicated by the green street sign on the left side of the intersection?,6 Av,Single,Text-Rich Understanding
407,70,What is the brand name visible on the black-handled tool placed on the bar counter?,Microplane,Single,Text-Rich Understanding
406,90,What color is the knife on the green cutting board?,green,Single,Attribute Perception
407,90,What color is the shirt worn by the person in the green jacket in the background?,white,Single,Attribute Perception
406,80,What number is displayed on the sign on the wall in the background on the right side of the bar?,8,Single,Text-Rich Understanding
412,70,What time is displayed on the digital clock in the kitchen?,5:13,Single,Text-Rich Understanding
413,70,What color is the bowl containing the creamy dish with herbs?,light brown,Single,Attribute Perception
408,90,What color is the liquid in the bottle located in the lower right section of the bar setup?,yellow,Single,Attribute Perception
403,70,What is the name of the store with green illuminated windows on the right side of the street?,SWAROVSKI,Single,Text-Rich Understanding
409,80,What number is printed on the box of gloves?,100,Single,Text-Rich Understanding
435,80,What color is the small object visible on the runway ahead?,yellow,Single,Attribute Perception
424,70,What letter is at the top of the circular instrument on the left side of the aircraft's cockpit?,N,Single,Text-Rich Understanding
431,90,What is the aircraft registration number displayed on the left side of the screen in the cockpit?,D-7274,Single,Text-Rich Understanding
432,70,What color is the watch on the person's wrist?,black,Single,Attribute Perception
416,90,What website is displayed on the map overlay in the video?,WeGlide.org,Single,Text-Rich Understanding
433,80,What color are the pilot's shoes?,black,Single,Attribute Perception
436,80,What is the text printed on the white boxes on the shelf?,Lek med maten,Single,Text-Rich Understanding
439,70,What is the price displayed on the tag for the red cartons with the spiral pattern?,33.5,Single,Text-Rich Understanding
438,80,What letter is displayed on the small sign attached to the metal rack?,R,Single,Text-Rich Understanding
439,80,What number is displayed on the price tag below the red and white cartons?,31,Single,Text-Rich Understanding
441,90,What is the price shown on the white price tag on the left shelf at the beginning of the video?,25,Single,Text-Rich Understanding
443,80,What is the price shown on the tag below the stacked blue and white containers?,14.5,Single,Text-Rich Understanding
446,70,What is the text printed on the green box in the lower section of the video?,Bregott,Single,Text-Rich Understanding
440,70,What is the price of the product being placed on the shelf?,37.95,Single,Text-Rich Understanding
448,80,What percentage of milk fat is indicated on the product box that the person is holding?,1.50%,Single,Text-Rich Understanding
447,90,What color is the small circle on the red stool in the aisle?,yellow,Single,Attribute Perception
446,80,What is the text printed on the green box in the storage area?,Bregott,Single,Text-Rich Understanding
450,70,What company name is visible on the construction site signage along the left side of the road?,mirvac,Single,Text-Rich Understanding
451,80,What is the name displayed on the building sign visible on the left side of the street?,STUDENT ONE,Single,Text-Rich Understanding
454,70,What color is the route line displayed on the smartphone's navigation screen?,blue,Single,Attribute Perception
450,90,What number is displayed on the building sign on the left side of the street?,76,Single,Text-Rich Understanding
456,70,What is written on the side of the orange van?,13cabs,Single,Text-Rich Understanding
459,70,What is the name of the road shown on the green street sign?,BENNETT'S RD,Single,Text-Rich Understanding
453,70,What is the name displayed on the building sign with the green awning on the left side of the street?,River Quarter,Single,Text-Rich Understanding
462,80,What is the name displayed on the sign above the middle framed picture?,John Brosio,Single,Text-Rich Understanding
461,90,What does the yellow sign in the upper artwork display?,SCHOOL,Single,Text-Rich Understanding
464,70,"What is the subtitle beneath the title ""The Paradise Circus""?",Unusual images from the imagination and finger tips of JT Burke,Single,Text-Rich Understanding
445,70,"What number is displayed on the green price tag situated beneath the ""18.50"" price tag?",35,Single,Text-Rich Understanding
467,70,What brand name is visible on one of the boxes surrounding the figure in the artwork?,CHANEL,Single,Text-Rich Understanding
466,70,What does the black sign on the wall say?,ALL YOU NEED IS LOVE,Single,Text-Rich Understanding
469,80,What color are the eyes of the blonde-haired figure in the pink painting?,blue,Single,Attribute Perception
470,80,What color is the small mark on the black abstract painting?,red,Single,Attribute Perception
459,80,What is on the roof of the house on the left side of the street?,solar panels,Single,Spatial Understanding
472,80,What location is specified on the pink gallery sign?,OSAKA | JAPAN,Single,Text-Rich Understanding
471,70,What type of necklace is the woman in the painting wearing?,pearl necklace,Single,Attribute Perception
472,90,What color are the flowers on the small table to the left of the screen?,pink,Single,Attribute Perception
475,80,What does the small sign on the wall say?,QR Code,Single,Text-Rich Understanding
476,80,What cities are listed on the orange sign hanging from the ceiling?,"LOS ANGELES, CA | NEW YORK, NY",Single,Text-Rich Understanding
485,80,What is the name listed next to the number 76 in the scoreboard?,W. Rusch,Single,Text-Rich Understanding
483,70,What is the brand name on the blue banner visible in the background?,FALKEN,Single,Text-Rich Understanding
476,70,What word is printed on the large colorful artwork in the lower left section of the wall?,FRAGILE,Single,Text-Rich Understanding
486,90,What is written on the blue billboard in the background of the race track?,Crazy Cars,Single,Text-Rich Understanding
486,80,What does the blue sign on the left side of the curved track display?,Crazy Cars,Single,Text-Rich Understanding
481,80,How many framed pictures are on the wall above the bed?,4,Single,Counting
485,70,"What text appears on the billboard to the right of the ""TBR"" billboard in the scene featuring the pit stop area with parked vehicles?",JH,Single,Text-Rich Understanding
489,70,What name is displayed next to the number 94 in the race scoreboard?,Jay,Single,Text-Rich Understanding
491,80,What text is visible in the upper left corner of the video?,RC RC RC!!!,Single,Text-Rich Understanding
488,80,What is the name of the competitor ranked #21?,R. Laney,Single,Text-Rich Understanding
499,70,What text is displayed on the side of the red and white train car?,SOO LINE,Single,Text-Rich Understanding
496,90,What number is displayed on the purple car in the background?,21,Single,Text-Rich Understanding
492,70,What number is displayed on the side of the diecast car featuring the Jurassic Park logo?,37,Single,Text-Rich Understanding
497,70,What number is displayed on the side of the dark-colored race car with blue and white designs?,4,Single,Text-Rich Understanding
493,70,What number is displayed on the side of the blue truck in the background?,21,Single,Text-Rich Understanding
165,120,"What is the trend of the numerical value associated with the ""1/min"" label?",decreasing,Multi,Text-Rich Understanding
163,150,Does the power output (PWR) value ever decrease during the video sequence?,no,Multi,Text-Rich Understanding
164,130,What is the overall trend of the elevation value displayed during the video sequence?,increasing,Multi,Text-Rich Understanding
172,140,What is the trend of the elevation value displayed in the lower right section of the screen during the video sequence?,increasing,Multi,Text-Rich Understanding
171,140,What is the overall trend of the altitude value displayed in the video sequence?,decreasing,Multi,Text-Rich Understanding
170,140,What is the overall trend of the altitude reading during the video sequence?,increasing,Multi,Text-Rich Understanding
169,120,What is the trend of the altitude value displayed on the screen?,decreasing,Multi,Text-Rich Understanding
175,180,How does the cyclist's heart rate change throughout the video sequence?,decreasing,Multi,Text-Rich Understanding
174,110,"What is the overall trend of the numerical value displayed alongside ""1/MIN"" in the central information bar?",Increasing,Multi,Text-Rich Understanding
177,150,What is the overall trend of the percentage value displayed in the center of the screen during the video?,decreasing,Multi,Text-Rich Understanding
180,130,What is the direction of change in the elevation value displayed during the video sequence?,Decreasing,Multi,Text-Rich Understanding
177,120,What is the trend of the percentage value displayed in the center bar?,decreases,Multi,Text-Rich Understanding
175,150,What is the direction of change in the revolutions per minute (RPM) value displayed on the screen throughout the video sequence?,Decreases,Multi,Text-Rich Understanding
182,110,What is the overall trend of the altitude value displayed during the video sequence?,decreasing,Multi,Text-Rich Understanding
180,170,What is the overall trend of the percentage value shown in the central data bar?,decreasing,Multi,Text-Rich Understanding
177,170,What is the trend of the percentage value shown in the lower left area as the video progresses?,It decreases from 1% to 0%,Multi,Text-Rich Understanding
185,180,What is the trend of the elevation value shown in the display during the video sequence?,Increasing,Multi,Text-Rich Understanding
182,160,What is the trend of the number displayed as '1/MIN' in the horizontal bar?,increasing then constant,Multi,Text-Rich Understanding
181,170,What is the trend of the heart rate value displayed for the cyclist during the sequence?,decreasing,Multi,Text-Rich Understanding
164,260,What is the overall trend of the gradient percentage displayed during the video?,decreasing,Multi,Text-Rich Understanding
168,240,How does the power output value change over the course of the video sequence?,Decreases,Multi,Text-Rich Understanding
163,190,What is the trend of the elevation value in meters displayed on the screen throughout the video?,decreases,Multi,Text-Rich Understanding
170,200,What is the overall trend of the metric displayed as a percentage during the video?,decreases,Multi,Text-Rich Understanding
169,250,What is the overall trend of the percentage value displayed in the video?,decreasing,Multi,Text-Rich Understanding
163,250,What is the trend of the gradient value displayed on the screen during the cycling sequence?,increasing,Multi,Text-Rich Understanding
175,210,What is the trend of the speed during the sequence?,decreases steadily,Multi,Text-Rich Understanding
170,260,What is the overall trend of the altitude value displayed in the interface?,increasing,Multi,Text-Rich Understanding
176,190,What is the direction of the elevation change indicated by the graph in the bottom right corner over the sequence?,increasing,Multi,Text-Rich Understanding
176,230,What is the overall trend of the elevation profile displayed in the graph on the right side of the screen?,increasing,Multi,Text-Rich Understanding
178,220,How does the elevation profile graph change over time?,Fluctuates,Multi,Text-Rich Understanding
175,250,Does the power output increase by more than 600 watts during the sequence?,yes,Multi,Text-Rich Understanding
170,250,What is the direction of change of the percentage value displayed in the middle section of the screen over the course of the video?,decreases,Multi,Text-Rich Understanding
172,220,What is the trend of the altitude reading shown in the bottom right corner of the screen?,increasing,Multi,Text-Rich Understanding
176,200,What is the direction of change of the percentage value displayed in the interface over the video sequence?,decreases,Multi,Text-Rich Understanding
178,200,What is the trend of the elevation measurement displayed in the lower right corner throughout the video sequence?,increasing,Multi,Text-Rich Understanding
179,250,What is the trend of the cyclist's heart rate during the sequence?,increases and then remains constant,Multi,Text-Rich Understanding
180,190,How does the road gradient percentage change during the video sequence?,increases,Multi,Text-Rich Understanding
181,210,Does the cyclist's cadence ever exceed 80 revolutions per minute during the sequence?,Yes,Multi,Text-Rich Understanding
184,240,What is the overall trend of the cyclist's heart rate during the sequence?,Decreasing,Multi,Text-Rich Understanding
178,250,How many times does the value in the circular gauge on the left side change during the video?,3,Multi,Counting
183,230,What is the overall direction of change in the cyclist's cadence during the sequence?,decreasing,Multi,Text-Rich Understanding
180,260,What is the overall trend of the numerical value shown for altitude in the display?,decreasing,Multi,Text-Rich Understanding
181,240,What is the trend of the heart rate value shown in the display during the cycling sequence?,remains constant,Multi,Text-Rich Understanding
167,310,What is the overall trend of the elevation reading during the video?,increasing,Multi,Text-Rich Understanding
170,280,What is the overall trend of the elevation value displayed in the video?,increasing,Multi,Text-Rich Understanding
164,290,How does the altitude change during the video?,increases,Multi,Text-Rich Understanding
165,280,What is the minimum value displayed in the circular gauge that changes?,21,Multi,Text-Rich Understanding
170,340,What is the overall trend of the elevation value during the video?,increasing,Multi,Text-Rich Understanding
185,230,Does the speed value displayed in the circular gauge ever exceed 24 km/h during the video?,yes,Multi,Text-Rich Understanding
163,340,What is the trend of the power output (PWR) value displayed on the screen throughout the video?,decreasing,Multi,Text-Rich Understanding
171,270,What is the trend of the gradient percentage during the video?,decreases,Multi,Text-Rich Understanding
184,190,How does the cyclist's heart rate change from the start to the end of the video segment?,decreases by 1 BPM,Multi,Attribute Perception
173,300,What is the trend of the elevation value displayed in the bottom-right panel over the sequence of frames?,Decreasing,Multi,Text-Rich Understanding
179,310,Does the power output drop by more than 200 watts in the initial phase of the video?,no,Multi,Text-Rich Understanding
174,300,"What is the trend of the elevation indicated by the ""Höhe"" graph over the sequence of frames?",decreasing,Multi,Text-Rich Understanding
176,300,What is the trend of the elevation value displayed in the graph on the right side of the screen?,increasing,Multi,Text-Rich Understanding
165,270,What is the overall trend of the elevation reading displayed on the right side of the screen?,increasing,Multi,Text-Rich Understanding
179,340,What is the overall trend of the power output value displayed during the cycling sequence?,decreases,Multi,Text-Rich Understanding
178,290,What is the overall trend of the elevation shown in the graph during the video sequence?,increasing,Multi,Text-Rich Understanding
163,60,What is the trend of the elevation value shown in the video?,decreasing,Multi,Text-Rich Understanding
164,40,What is the next change in the speed after it reaches 63?,increases,Multi,Text-Rich Understanding
168,50,What is the overall trend of the cyclist's heart rate during the sequence?,decreasing,Multi,Text-Rich Understanding
185,270,How does the percentage value displayed in the lower section of the screen change as the video progresses?,It decreases,Multi,Text-Rich Understanding
171,40,What is the overall trend of the altitude reading during the video sequence?,increases,Multi,Text-Rich Understanding
163,70,What is the trend of the power output value (PWR) displayed on the screen during the sequence?,decreasing,Multi,Text-Rich Understanding
182,300,What is the direction of change for the percentage value displayed in the middle section of the screen as the video progresses?,decreases,Multi,Text-Rich Understanding
167,40,What is the overall trend of the circular gauge reading on the left side of the screen?,increasing,Multi,Text-Rich Understanding
171,60,What is the overall trend of the elevation reading during the video?,decreasing,Multi,Text-Rich Understanding
171,90,What is the overall trend of the altitude reading displayed on the screen?,decreasing,Multi,Text-Rich Understanding
171,100,What is the trend of the percentage value shown in the central display?,decreases and stabilizes,Multi,Text-Rich Understanding
168,60,How does the cyclist's heart rate change from the beginning to the end of the sequence?,decreases,Multi,Text-Rich Understanding
174,40,What is the direction of change of the gradient percentage value over the course of the video sequence?,decrease,Multi,Text-Rich Understanding
175,30,What is the trend of the cyclist's heart rate during the video sequence?,decreases,Multi,Text-Rich Understanding
172,100,What is the trend of the value labeled '1/min' in the circular gauge?,increasing,Multi,Text-Rich Understanding
179,50,What happens to the cyclist's heart rate after it has been constant for several seconds?,Decreases,Multi,Text-Rich Understanding
179,90,What is the lowest power output (in watts) recorded during the video?,29,Multi,Text-Rich Understanding
184,70,How does the heart rate change over the video sequence?,decreases,Multi,Text-Rich Understanding
180,50,What is the trend of the altitude reading during the video?,increasing,Multi,Text-Rich Understanding
181,30,How does the heart rate change during the sequence?,decreases,Multi,Text-Rich Understanding
164,350,What is the overall trend of the altitude reading during the video sequence?,Increasing,Multi,Text-Rich Understanding
185,90,What is the overall trend of the altitude value displayed in the top right corner?,increases,Multi,Text-Rich Understanding
163,350,What is the direction of change of the gradient value during the cycling sequence?,increases,Multi,Text-Rich Understanding
164,390,What is the trend of the percentage value displayed in the lower left section of the screen?,decreases then stabilizes,Multi,Text-Rich Understanding
168,410,How does the cyclist's power output change after the initial drop in the sequence?,Increases to a peak then decreases,Multi,Text-Rich Understanding
184,100,Does the power output increase or decrease immediately after the second frame?,increase,Multi,Text-Rich Understanding
172,60,Does the gradient percentage value ever become negative during the video sequence?,yes,Multi,Text-Rich Understanding
